zip,state,latitude,longitude,No_requests
94707,CA,37.894625,-122.27917,2
43202,OH,40.018814,-83.00894,4
90631,CA,33.934513,-117.95159,3
01720,MA,42.477142,-71.4422,3
92673,CA,33.462927,-117.62414,1
49454,MI,43.946244,-86.28427,1
48105,MI,42.307288,-83.70443,11
14830,NY,42.140881,-77.04793,2
10024,NY,40.786387,-73.97709,6
80202,CO,39.751586,-104.99699,2
76031,TX,32.343115,-97.40081,1
85016,AZ,33.503742,-112.03235,2
31602,GA,30.866613,-83.30078,1
34683,FL,28.076744,-82.76116,1
94015,CA,37.682583,-122.48209,1
30605,GA,33.925085,-83.34529,2
90066,CA,34.002011,-118.43083,5
92027,CA,33.142706,-117.03049,1
45432,OH,39.74035,-84.09306,1
75165,TX,32.397024,-96.83283,1
92308,CA,34.447959,-117.19222,2
28655,NC,35.742752,-81.71625,1
71106,LA,32.426104,-93.74542,1
92831,CA,33.878981,-117.89325,2
98226,WA,48.759079,-122.43597,2
91324,CA,34.240353,-118.55038,3
20744,MD,38.756347,-76.99034,1
30338,GA,33.942751,-84.31769,1
72762,AR,36.186059,-94.1937,1
92084,CA,33.213309,-117.21474,4
91901,CA,32.823102,-116.73864,1
92056,CA,33.195354,-117.28232,1
92173,CA,32.556264,-117.05057,1
48009,MI,42.544084,-83.21527,2
37212,TN,36.133251,-86.80057,1
98642,WA,45.795825,-122.69804,1
07869,NJ,40.847649,-74.5748,1
91105,CA,34.137857,-118.16329,1
98199,WA,47.64767,-122.39758,1
98380,WA,47.596122,-122.89456,1
06032,CT,41.725195,-72.83032,1
97838,OR,45.846442,-119.28423,1
60538,IL,41.721886,-88.32972,1
60513,IL,41.822681,-87.84753,2
01060,MA,42.324539,-72.63561,6
20110,VA,38.752269,-77.47694,2
76240,TX,33.627942,-97.13636,1
45387,OH,39.797227,-83.89239,1
85716,AZ,32.242275,-110.92533,1
08033,NJ,39.895213,-75.04019,2
91505,CA,34.166906,-118.34366,8
49345,MI,43.161106,-85.69952,1
21015,MD,39.532212,-76.30754,1
43056,OH,40.017096,-82.34322,1
96753,HI,20.771418,-156.45769,2
21044,MD,39.21536,-76.87823,2
10009,NY,40.727093,-73.97864,5
97478,OR,44.070824,-122.90709,1
97030,OR,45.507752,-122.4323,2
21030,MD,39.477506,-76.64114,3
94941,CA,37.898058,-122.54134,3
29706,SC,34.720597,-81.21429,1
48116,MI,42.509476,-83.77718,3
44622,OH,40.537509,-81.48791,1
45244,OH,39.119161,-84.33389,2
10016,NY,40.74618,-73.97759,13
80020,CO,39.93404,-105.05454,1
48197,MI,42.223482,-83.63316,9
92262,CA,33.842984,-116.54344,1
43615,OH,41.6522,-83.67037,3
19103,PA,39.952162,-75.17406,4
27615,NC,35.891726,-78.63203,2
94930,CA,37.98779,-122.59962,3
98136,WA,47.538887,-122.38803,1
89113,NV,36.067495,-115.26039,1
80110,CO,39.646847,-104.99076,1
19116,PA,40.117413,-75.0154,2
92014,CA,32.961812,-117.25967,1
92064,CA,32.973645,-117.03701,1
99224,WA,47.632573,-117.49326,1
92129,CA,32.961014,-117.1251,2
32608,FL,29.611545,-82.3941,2
19004,PA,40.012862,-75.23309,4
48098,MI,42.599133,-83.15235,1
48823,MI,42.747922,-84.47143,4
20706,MD,38.964093,-76.85331,3
10004,NJ,40.699226,-74.04118,1
02780,MA,41.904888,-71.10288,4
45678,OH,38.615111,-82.38004,1
92109,CA,32.791246,-117.24343,4
98102,WA,47.63287,-122.32253,9
15748,PA,40.529621,-79.14264,1
62558,IL,39.580159,-89.54402,1
07043,NJ,40.844199,-74.20218,2
19320,PA,39.978456,-75.82275,1
08003,NJ,39.879713,-74.9719,1
53220,WI,42.969115,-87.99141,1
01960,MA,42.534045,-70.96146,1
77064,TX,29.923638,-95.55919,2
48315,MI,42.662902,-82.99392,1
10310,NY,40.63212,-74.11551,1
92115,CA,32.7603,-117.07031,3
30004,GA,34.119177,-84.30292,1
02576,MA,41.776042,-70.75783,1
03054,NH,42.858053,-71.51216,2
11220,NY,40.641436,-74.01574,1
60044,IL,42.286222,-87.86309,1
30906,GA,33.387089,-82.01237,1
95616,CA,38.549256,-121.73655,9
93455,CA,34.87455,-120.42806,1
94559,CA,38.291164,-122.28671,1
00918,PR,18.417668,-66.06494,1
92675,CA,33.500843,-117.65866,1
74135,OK,36.101245,-95.92475,1
34677,FL,28.042799,-82.67737,1
03848,NH,42.923643,-71.06236,1
20015,DC,38.96516,-77.06737,2
97303,OR,44.984008,-123.01992,2
19803,DE,39.793962,-75.53401,2
19425,PA,40.089905,-75.64124,1
82601,WY,42.896822,-106.29799,2
15956,PA,40.358541,-78.78201,1
28036,NC,35.490772,-80.82576,1
02081,MA,42.145237,-71.25375,1
02346,MA,41.889582,-70.89406,1
76309,TX,33.892447,-98.53215,1
94306,CA,37.419389,-122.13273,8
92801,CA,33.844814,-117.95381,2
87004,NM,35.32151,-106.55322,1
77477,TX,29.626187,-95.57145,1
53404,WI,42.743169,-87.80534,2
62225,IL,38.544298,-89.85054,2
75225,TX,32.862876,-96.7904,2
95002,CA,37.427439,-121.97521,1
97302,OR,44.906492,-123.05129,1
75214,TX,32.825628,-96.74872,3
18360,PA,40.98314,-75.26026,1
75040,TX,32.920574,-96.62639,1
48133,MI,41.777302,-83.49818,1
73069,OK,35.228649,-97.45629,3
97321,OR,44.635395,-123.0896,2
97213,OR,45.53704,-122.59979,3
11235,NY,40.583803,-73.95019,2
46060,IN,40.050109,-85.99815,1
59457,MT,47.054233,-109.48065,1
50265,IA,41.570916,-93.73568,6
91344,CA,34.277648,-118.50047,2
94402,CA,37.551586,-122.32773,4
02151,MA,42.416247,-71.00525,2
77581,TX,29.56218,-95.26982,1
20036,DC,38.906778,-77.04148,4
13045,NY,42.591109,-76.19217,3
07601,NJ,40.888678,-74.0488,1
72211,AR,34.749723,-92.41345,1
27606,NC,35.758268,-78.71783,2
95661,CA,38.731976,-121.2531,1
98115,WA,47.68382,-122.30122,10
08854,NJ,40.555355,-74.46094,2
68144,NE,41.235248,-96.11505,2
48170,MI,42.370837,-83.4856,1
27705,NC,36.015992,-78.95911,4
03226,NH,43.721094,-71.49652,1
34695,FL,28.005639,-82.69511,1
98225,WA,48.747578,-122.48508,6
08826,NJ,40.716332,-74.91405,2
37853,TN,35.834126,-83.93452,2
94105,CA,37.789228,-122.3957,2
49525,MI,43.022199,-85.61168,1
60504,IL,41.760067,-88.25218,1
92626,CA,33.677224,-117.90863,2
08753,NJ,39.974584,-74.15141,2
80439,CO,39.642572,-105.36812,1
77059,TX,29.601776,-95.11734,1
60090,IL,42.131526,-87.92958,1
06417,CT,41.37934,-72.44578,2
60605,IL,41.860019,-87.6187,2
90241,CA,33.942289,-118.12901,2
02324,MA,41.979501,-70.97215,1
93003,CA,34.268736,-119.2249,2
44319,OH,40.990922,-81.52953,1
19104,PA,39.961612,-75.19957,5
97215,OR,45.514241,-122.60089,5
60551,IL,41.527585,-88.68292,1
10017,NY,40.752159,-73.97231,2
02718,MA,41.876249,-71.01827,1
90504,CA,33.870414,-118.33065,2
78701,TX,30.27127,-97.74103,1
02632,MA,41.658718,-70.34658,3
91789,CA,34.018361,-117.85438,1
13031,NY,43.039916,-76.28757,2
11788,NY,40.819266,-73.20967,1
22309,VA,38.725214,-77.10734,1
60012,IL,42.265643,-88.31664,1
12570,NY,41.614667,-73.67709,1
90038,CA,34.089459,-118.3285,4
19114,PA,40.064257,-75.00155,1
90274,CA,33.784099,-118.38752,3
13165,NY,42.911377,-76.87027,2
12047,NY,42.773777,-73.70793,1
93420,CA,35.119678,-120.55116,1
84770,UT,37.118352,-113.5987,2
43623,OH,41.707649,-83.64363,2
94024,CA,37.353741,-122.08717,2
94025,CA,37.451688,-122.18385,7
80260,CO,39.868635,-105.00805,1
98101,WA,47.61067,-122.33438,3
92618,CA,33.659639,-117.73948,1
75226,TX,32.783978,-96.77662,1
46805,IN,41.098248,-85.12061,1
30328,GA,33.931746,-84.37817,1
33024,FL,26.023567,-80.23851,1
53545,WI,42.69146,-89.04277,2
90278,CA,33.871214,-118.37177,2
33334,FL,26.182161,-80.13341,3
30253,GA,33.455031,-84.17215,1
98026,WA,47.821568,-122.33651,1
48314,MI,42.609789,-83.04844,2
07017,NJ,40.770933,-74.20589,1
70448,LA,30.367119,-90.05999,1
90020,CA,34.06646,-118.30863,4
45014,OH,39.330356,-84.55277,2
94030,CA,37.600735,-122.40135,1
91780,CA,34.101608,-118.05606,1
44256,OH,41.139849,-81.85646,2
01453,MA,42.526523,-71.75358,1
48186,MI,42.293787,-83.37464,1
91030,CA,34.112958,-118.15577,5
95503,CA,40.757091,-124.1513,1
20716,MD,38.93193,-76.72457,1
91326,CA,34.276154,-118.54581,1
94598,CA,37.91878,-122.02618,3
92354,CA,34.050764,-117.25327,1
97374,OR,44.702164,-122.81401,1
98031,WA,47.388461,-122.19644,2
90712,CA,33.851965,-118.1468,1
44077,OH,41.716094,-81.2396,1
49544,MI,42.999561,-85.75371,1
77459,TX,29.564347,-95.54762,1
97222,OR,45.442634,-122.61833,1
84112,UT,40.76784,-111.83805,1
97006,OR,45.517695,-122.85826,1
46814,IN,41.044502,-85.30984,1
33764,FL,27.932797,-82.74115,1
43617,OH,41.667361,-83.71609,2
12590,NY,41.59466,-73.89579,1
94127,CA,37.734964,-122.4597,2
10027,NY,40.812665,-73.95499,7
60089,IL,42.167638,-87.96393,2
94558,CA,38.337243,-122.30027,3
23602,VA,37.115698,-76.5183,1
90292,CA,33.976373,-118.45458,6
94118,CA,37.782029,-122.46158,6
13207,NY,43.020116,-76.16406,3
12206,NY,42.669645,-73.77719,1
19134,PA,39.991712,-75.11116,2
52162,IA,43.104035,-91.5526,1
60102,IL,42.17315,-88.31849,2
02125,MA,42.316852,-71.05811,2
61081,IL,41.813776,-89.70537,1
07087,NJ,40.767751,-74.0302,1
48219,MI,42.425236,-83.24902,2
95125,CA,37.295092,-121.89649,3
60515,IL,41.80348,-88.01827,1
43235,OH,40.099204,-83.05567,2
94519,CA,37.984271,-122.01437,2
91006,CA,34.134057,-118.02662,2
48316,MI,42.689632,-83.06154,2
32720,FL,29.021782,-81.33352,1
50111,IA,41.67822,-93.7935,3
11803,NY,40.779911,-73.47948,2
10014,NY,40.734718,-74.00532,9
22030,VA,38.846212,-77.32787,7
80461,CO,39.231776,-106.31399,1
10573,NY,41.010376,-73.67326,1
48188,MI,42.289354,-83.47401,1
94134,CA,37.719581,-122.41085,1
76205,TX,33.16156,-97.10376,1
10002,NY,40.71704,-73.987,5
84101,UT,40.754746,-111.89875,1
20879,MD,39.168656,-77.18716,2
40205,KY,38.22292,-85.68326,2
81301,CO,37.295888,-107.84945,2
18104,PA,40.601996,-75.52104,2
12203,NY,42.678112,-73.82983,1
10028,NY,40.776777,-73.9541,5
54401,WI,44.958382,-89.6693,3
49506,MI,42.945727,-85.61899,4
19123,PA,39.964012,-75.14764,1
37343,TN,35.167987,-85.21158,2
39567,MS,30.362203,-88.5469,1
94041,CA,37.38949,-122.07846,3
06360,CT,41.533848,-72.06232,2
98312,WA,47.564437,-122.71293,1
97801,OR,45.665146,-118.789,1
98541,WA,47.03575,-123.40713,1
94607,CA,37.806427,-122.28898,2
98125,WA,47.716648,-122.30308,3
92630,CA,33.640223,-117.69108,5
94611,CA,37.827126,-122.22289,3
92867,CA,33.811566,-117.82919,2
78750,TX,30.438933,-97.80383,4
91504,CA,34.201254,-118.32993,1
94904,CA,37.950069,-122.54284,2
60074,IL,42.143819,-88.02546,1
11217,NY,40.68209,-73.97783,6
90036,CA,34.07036,-118.34926,3
75244,TX,32.922624,-96.83616,1
33615,FL,28.005446,-82.57776,2
02038,MA,42.089104,-71.4069,3
10475,NY,40.878522,-73.82541,1
85282,AZ,33.394067,-111.92873,3
94111,CA,37.798228,-122.40027,6
97203,OR,45.589689,-122.73875,1
64068,MO,39.246179,-94.41763,1
75703,TX,32.264365,-95.31347,1
75082,TX,32.993405,-96.65901,1
76051,TX,32.93195,-97.08498,2
92866,CA,33.785091,-117.84569,2
60153,IL,41.880281,-87.84455,2
68154,NE,41.264952,-96.11422,1
50310,IA,41.625988,-93.67403,3
98028,WA,47.75287,-122.24736,1
94014,CA,37.699182,-122.45035,4
98626,WA,46.150433,-122.88566,1
34639,FL,28.233671,-82.45463,1
11218,NY,40.644552,-73.97595,1
75230,TX,32.901176,-96.79054,3
12159,NY,42.646978,-73.87151,2
60194,IL,42.037108,-88.10719,2
95117,CA,37.311042,-121.96162,1
12065,NY,42.853676,-73.78445,1
02840,RI,41.488002,-71.31262,1
06460,CT,41.21953,-73.0554,3
10805,NY,40.897783,-73.77933,1
14228,NY,43.023347,-78.79494,1
95051,CA,37.346241,-121.9846,4
97146,OR,46.136322,-123.91753,1
94108,CA,37.792678,-122.40793,4
11434,NY,40.674888,-73.7727,1
94560,CA,37.535586,-122.03362,2
43420,OH,41.35307,-83.11217,1
27607,NC,35.807458,-78.70086,2
11375,NY,40.720535,-73.84582,2
13088,NY,43.105917,-76.19365,3
98034,WA,47.71828,-122.19702,4
95926,CA,39.745973,-121.84259,2
94040,CA,37.380207,-122.08787,2
91706,CA,34.087108,-117.96966,1
34116,FL,26.183424,-81.70643,1
49508,MI,42.876661,-85.62856,2
10918,NY,41.35648,-74.26072,1
14895,NY,42.094855,-77.94686,1
75069,TX,33.195073,-96.60363,2
01915,MA,42.560995,-70.8757,3
97214,OR,45.51379,-122.6458,4
89509,NV,39.496243,-119.83072,1
50266,IA,41.581181,-93.78287,1
12308,NY,42.820909,-73.92002,1
92821,CA,33.923463,-117.89559,3
91403,CA,34.152513,-118.46396,4
32750,FL,28.703674,-81.35384,2
65270,MO,39.420353,-92.4344,1
58078,ND,46.875367,-96.90503,1
19806,DE,39.758563,-75.56413,3
98058,WA,47.448322,-122.14584,1
90262,CA,33.924642,-118.20186,1
07026,NJ,40.879858,-74.10807,2
94702,CA,37.865026,-122.2859,3
87107,NM,35.134094,-106.64073,1
19801,DE,39.738563,-75.54833,1
99352,WA,46.279657,-119.28137,1
20723,MD,39.134062,-76.8579,2
90006,CA,34.048351,-118.2943,1
06430,CT,41.163445,-73.2629,3
55901,MN,44.048931,-92.49459,2
10804,NY,40.946805,-73.78797,1
94578,CA,37.703427,-122.128,1
90601,CA,34.002333,-118.03562,2
53713,WI,43.037647,-89.39154,4
33445,FL,26.459571,-80.10582,2
91911,CA,32.608799,-117.0607,3
53704,WI,43.121416,-89.34968,4
90046,CA,34.098908,-118.36241,6
08107,NJ,39.908163,-75.08618,1
94089,CA,37.406289,-122.00838,2
98122,WA,47.61157,-122.30406,4
85035,AZ,33.472492,-112.1875,1
22901,VA,38.072402,-78.50149,3
10472,NY,40.830409,-73.86845,1
95336,CA,37.812815,-121.21416,1
01375,MA,42.449978,-72.56302,1
55934,MN,44.006609,-92.24856,1
28209,NC,35.178543,-80.85375,1
08872,NJ,40.461605,-74.3474,1
94070,CA,37.499175,-122.26655,2
21401,MD,38.997511,-76.49803,1
40204,KY,38.23862,-85.72626,1
91011,CA,34.211171,-118.19776,1
94549,CA,37.895695,-122.11785,1
49505,MI,43.000076,-85.64785,1
97005,OR,45.49106,-122.80359,2
89102,NV,36.145303,-115.18358,1
21222,MD,39.263162,-76.5082,1
98037,WA,47.848237,-122.28348,2
94520,CA,37.986321,-122.03988,3
54729,WI,44.932711,-91.38877,2
98055,WA,47.467422,-122.21005,1
91106,CA,34.142557,-118.12715,3
98109,WA,47.630648,-122.34675,3
17522,PA,40.174994,-76.17619,1
17112,PA,40.343261,-76.7808,1
94704,CA,37.868575,-122.25855,3
90012,CA,34.061611,-118.23944,3
90732,CA,33.736718,-118.31123,1
19444,PA,40.087297,-75.2557,1
95472,CA,38.393314,-122.83666,3
08055,NJ,39.865272,-74.8185,3
80027,CO,39.963322,-105.15053,2
95132,CA,37.405989,-121.84775,1
95405,CA,38.438161,-122.67419,5
75063,TX,32.916865,-96.97349,1
29201,SC,33.998454,-81.03519,1
97007,OR,45.469079,-122.85602,1
95420,CA,39.365356,-123.80469,1
11106,NY,40.762012,-73.93147,4
90248,CA,33.870466,-118.28813,1
06511,CT,41.317197,-72.92798,6
75075,TX,33.024721,-96.74038,2
92620,CA,33.714889,-117.7633,1
94501,CA,37.769528,-122.25937,4
77096,TX,29.674336,-95.48123,2
94132,CA,37.724231,-122.47958,3
54481,WI,44.524054,-89.55621,2
07054,NJ,40.860149,-74.4171,1
80538,CO,40.435645,-105.08726,4
90638,CA,33.90213,-118.00966,2
07644,NJ,40.877999,-74.08265,1
60201,IL,42.056391,-87.69684,10
90505,CA,33.810848,-118.35096,2
38104,TN,35.133825,-90.00463,1
77341,TX,30.714476,-95.54977,1
80220,CO,39.734387,-104.91678,1
02139,MA,42.364347,-71.10431,11
19343,PA,40.094621,-75.74602,1
12188,NY,42.80535,-73.68976,1
92688,CA,33.639994,-117.60351,3
90041,CA,34.137557,-118.20765,1
08550,NJ,40.292358,-74.60902,2
94539,CA,37.515014,-121.92916,1
08902,NJ,40.453131,-74.48287,3
11102,NY,40.771286,-73.92462,2
95003,CA,36.979333,-121.8944,2
48324,MI,42.595233,-83.39974,1
53154,WI,42.884347,-87.8992,2
95831,CA,38.494971,-121.53059,1
38120,TN,35.124818,-89.86562,1
94506,CA,37.804064,-121.91202,3
95209,CA,38.035499,-121.34378,2
78230,TX,29.539562,-98.55253,3
94903,CA,38.019022,-122.54589,1
97266,OR,45.478641,-122.56233,1
60462,IL,41.623532,-87.83542,2
43613,OH,41.703899,-83.605,1
12184,NY,42.426901,-73.66405,1
83001,WY,43.468383,-110.75714,2
02446,MA,42.344747,-71.12141,5
22601,VA,39.179076,-78.16653,1
02359,MA,42.065554,-70.80426,1
23464,VA,36.799284,-76.17767,1
12054,NY,42.614979,-73.84086,1
10549,NY,41.204027,-73.73045,3
63146,MO,38.688585,-90.44689,2
20901,MD,39.020359,-77.0115,2
11580,NY,40.673,-73.70346,1
20008,DC,38.934866,-77.06039,4
64116,MO,39.14912,-94.57314,1
17013,PA,40.203458,-77.19987,1
10039,NY,40.826181,-73.9371,1
11214,NY,40.598994,-73.99611,1
43611,OH,41.703379,-83.49003,1
87123,NM,35.067447,-106.50645,2
01096,MA,42.415236,-72.78271,1
78731,TX,30.344305,-97.7638,4
77550,TX,29.298448,-94.79316,1
07701,NJ,40.352953,-74.07703,3
75093,TX,33.03505,-96.80492,4
98033,WA,47.67903,-122.1934,5
02155,MA,42.419846,-71.10942,3
77479,TX,29.573345,-95.63213,1
81007,CO,38.333601,-104.74329,1
94949,CA,38.06317,-122.54111,2
22201,VA,38.885337,-77.09512,4
10705,NY,40.917281,-73.89142,1
45701,OH,39.322847,-82.09728,2
92315,CA,34.241295,-116.90328,1
77351,TX,30.712538,-94.89915,1
30308,GA,33.771755,-84.38065,1
22043,VA,38.901311,-77.19777,4
26501,WV,39.628475,-79.98796,1
78411,TX,27.733058,-97.38542,2
92683,CA,33.751418,-117.99392,1
76548,TX,31.068459,-97.65552,1
92646,CA,33.666269,-117.9693,4
08234,NJ,39.398172,-74.59667,1
13326,NY,42.703091,-74.91413,1
28270,NC,35.113906,-80.7613,2
06830,CT,41.03073,-73.62985,1
03867,NH,43.304163,-70.99816,1
11354,NY,40.767969,-73.82496,1
16101,PA,40.992023,-80.32747,2
44060,OH,41.688162,-81.33378,1
44139,OH,41.388387,-81.44365,1
48843,MI,42.612243,-83.91835,1
11423,NY,40.714261,-73.76824,1
07746,NJ,40.316876,-74.26112,1
04330,ME,44.344406,-69.76345,1
10010,NY,40.739022,-73.98205,3
90028,CA,34.098859,-118.32745,3
91355,CA,34.406519,-118.56214,1
94514,CA,37.847704,-121.60812,1
99701,AK,64.83507,-147.72045,2
38340,TN,35.414454,-88.66118,1
97212,OR,45.54424,-122.64353,2
60612,IL,41.880682,-87.6877,2
95610,CA,38.696912,-121.27125,1
95819,CA,38.568855,-121.44099,1
62002,IL,38.906065,-90.15909,1
90813,CA,33.781011,-118.19197,1
98118,WA,47.543348,-122.27496,1
98208,WA,47.893451,-122.19797,1
94044,CA,37.613806,-122.48229,4
94507,CA,37.856683,-122.02488,1
99703,AK,64.827164,-147.6265,1
94577,CA,37.722279,-122.15702,1
77845,TX,30.571905,-96.29882,2
76707,TX,31.552266,-97.15957,1
87505,NM,35.616662,-105.97926,3
15241,PA,40.329619,-80.07364,1
98516,WA,47.085046,-122.78376,1
95602,CA,38.976837,-121.09142,2
95320,CA,37.797806,-121.00179,1
98368,WA,48.100255,-122.79736,1
93933,CA,36.678155,-121.79724,1
98043,WA,47.790969,-122.30539,1
95816,CA,38.571661,-121.46827,2
97116,OR,45.541009,-123.13043,2
91301,CA,34.139536,-118.7607,1
97123,OR,45.491024,-122.95745,1
97070,OR,45.308105,-122.77266,1
95380,CA,37.48858,-120.85196,3
95833,CA,38.616891,-121.49623,2
94062,CA,37.444879,-122.26253,2
34243,FL,27.407657,-82.52923,2
98465,WA,47.247735,-122.52818,1
85301,AZ,33.534128,-112.1767,1
98684,WA,45.627459,-122.52023,1
98116,WA,47.57487,-122.39392,1
97206,OR,45.482341,-122.60007,1
95765,CA,38.817993,-121.2631,1
97233,OR,45.513242,-122.49985,1
77047,TX,29.616182,-95.37767,1
98926,WA,47.009726,-120.52364,1
85033,AZ,33.496091,-112.21405,1
95070,CA,37.270543,-122.02305,2
64106,MO,39.103704,-94.57311,1
30134,GA,33.769636,-84.74967,1
73003,OK,35.681402,-97.5331,1
47421,IN,38.865549,-86.46897,1
43212,OH,39.988114,-83.04268,2
53406,WI,42.730807,-87.85827,2
43229,OH,40.085313,-82.97326,3
60523,IL,41.837716,-87.96041,1
70043,LA,29.946404,-89.96118,1
72058,AR,35.236993,-92.37573,2
60103,IL,41.977477,-88.17257,1
00961,PR,18.412462,-66.16033,1
67218,KS,37.670092,-97.27953,1
60160,IL,41.89988,-87.85978,1
50317,IA,41.606939,-93.54829,1
11710,NY,40.673438,-73.53382,1
60137,IL,41.869779,-88.06285,3
91601,CA,34.168206,-118.37246,1
13655,NY,44.98184,-74.67374,2
43725,OH,40.025859,-81.59243,1
94602,CA,37.799727,-122.21211,5
00606,PR,18.182151,-66.9588,1
46614,IN,41.626588,-86.24804,1
77079,TX,29.773018,-95.60125,3
91107,CA,34.151066,-118.08974,6
08109,NJ,39.949979,-75.05024,1
77566,TX,29.036879,-95.44103,1
50325,IA,41.60787,-93.78093,1
33157,FL,25.606583,-80.34859,1
10040,NY,40.858704,-73.92853,2
77024,TX,29.773994,-95.51771,1
27028,NC,35.920477,-80.57143,1
75149,TX,32.767329,-96.60759,2
75206,TX,32.826128,-96.7712,2
33067,FL,26.3007,-80.22727,1
90016,CA,34.029711,-118.35255,1
76248,TX,32.92704,-97.2506,2
75205,TX,32.836094,-96.79524,1
75067,TX,33.020118,-97.00771,1
79605,TX,32.432975,-99.77096,3
75044,TX,32.960375,-96.66188,1
90680,CA,33.803565,-117.99596,2
99003,WA,47.921687,-117.29378,1
70115,LA,29.927305,-90.10197,2
45801,OH,40.759451,-84.08458,1
17022,PA,40.160793,-76.60763,1
78133,TX,29.883884,-98.25219,1
22181,VA,38.896361,-77.29102,3
08009,NJ,39.779582,-74.9365,1
23454,VA,36.838398,-76.02862,4
19152,PA,40.059611,-75.04837,1
19146,PA,39.938512,-75.18067,1
53523,WI,42.99273,-89.02274,1
20878,MD,39.11755,-77.23548,3
20724,MD,39.101646,-76.80334,1
20852,MD,39.0509,-77.12261,2
52003,IA,42.460604,-90.68576,5
22204,VA,38.860247,-77.09627,1
70118,LA,29.952305,-90.12347,3
22314,VA,38.806163,-77.05139,2
22401,VA,38.301829,-77.47077,1
22032,VA,38.821753,-77.29293,2
22031,VA,38.859675,-77.26167,1
12189,NY,42.729278,-73.70913,1
08825,NJ,40.509998,-75.03239,1
90035,CA,34.05266,-118.38531,4
30707,GA,34.827019,-85.32883,1
56007,MN,43.652042,-93.36916,1
45249,OH,39.278295,-84.33049,1
43315,OH,40.490756,-82.87312,1
43560,OH,41.706383,-83.7102,1
49265,MI,42.020199,-84.16796,1
07721,NJ,40.435961,-74.23734,1
07302,NJ,40.721602,-74.04703,1
